Handle,Variant SKU,Title,Vendor,Product Type,Variant Price,Cost per item,Compare At Price,Variant Barcode,Weight,Weight Unit,Dimensions,Variant Inventory Qty,Stock Status,Published,Variant Taxable,Image Src,Body (HTML),Tags,Updated At,Supplier Ref
,NW-R006,Overlong Copy Notebook,Vellum Paper Goods,Outdoor,24.00,9.00,,5060006390630,500,g,200mm x 120mm x 60mm,12,In Stock,TRUE,TRUE,https://cdn.example-supplier.test/img/placeholder.jpg,<p>A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. A durable notebook for everyday notes. </p>,core,2026-09-08T04:15:00Z,NW/000
,NW-R007,Bad Check Digit Chisel,Marrow Tool Works,Outdoor,24.00,9.00,,5060123456780,500,g,200mm x 120mm x 60mm,12,In Stock,TRUE,TRUE,https://cdn.example-supplier.test/img/placeholder.jpg,<p>Made in small batches and finished by hand. Ships flat.</p>,core,2026-09-08T04:15:00Z,NW/000
,NW-R008,Spreadsheet Mangled Mallet,Marrow Tool Works,Outdoor,24.00,9.00,,5.06E+12,500,g,200mm x 120mm x 60mm,12,In Stock,TRUE,TRUE,https://cdn.example-supplier.test/img/placeholder.jpg,<p>Made in small batches and finished by hand. Ships flat.</p>,core,2026-09-08T04:15:00Z,NW/000
,NW-R009,Lost Leading Zero Bowl,Pennyroyal Home,Outdoor,24.00,9.00,,06012345678,500,g,200mm x 120mm x 60mm,12,In Stock,TRUE,TRUE,https://cdn.example-supplier.test/img/placeholder.jpg,<p>Made in small batches and finished by hand. Ships flat.</p>,core,2026-09-08T04:15:00Z,NW/000
,NW-R010,,Vellum Paper Goods,Outdoor,24.00,9.00,,5060006398551,500,g,200mm x 120mm x 60mm,12,In Stock,TRUE,TRUE,https://cdn.example-supplier.test/img/placeholder.jpg,<p>Made in small batches and finished by hand. Ships flat.</p>,core,2026-09-08T04:15:00Z,NW/000
,NW-R011,Quote Only Bench,Marrow Tool Works,Outdoor,Call for quote,9.00,,5060006406478,500,g,200mm x 120mm x 60mm,12,In Stock,TRUE,TRUE,https://cdn.example-supplier.test/img/placeholder.jpg,<p>Made in small batches and finished by hand. Ships flat.</p>,core,2026-09-08T04:15:00Z,NW/000
,NW-R012,Was Now Priced Tote,Harbourline Outfitters,Outdoor,$60.00 $48.00,9.00,,5060006414398,500,g,200mm x 120mm x 60mm,12,In Stock,TRUE,TRUE,https://cdn.example-supplier.test/img/placeholder.jpg,<p>Made in small batches and finished by hand. Ships flat.</p>,core,2026-09-08T04:15:00Z,NW/000
,NW-F001,Unitless Weight Hand Plane,Marrow Tool Works,Outdoor,24.00,9.00,,5060005551216,1.2,,200mm x 120mm x 60mm,12,In Stock,TRUE,TRUE,https://cdn.example-supplier.test/img/placeholder.jpg,<p>Made in small batches and finished by hand. Ships flat.</p>,core,2026-09-08T04:15:00Z,NW/000
,NW-F002,Odd Unit Anchor Weight,Harbourline Outfitters,Outdoor,24.00,9.00,,5060005559137,3 stone,,200mm x 120mm x 60mm,12,In Stock,TRUE,TRUE,https://cdn.example-supplier.test/img/placeholder.jpg,<p>Made in small batches and finished by hand. Ships flat.</p>,core,2026-09-08T04:15:00Z,NW/000
,NW-F003,Two Dimension Doormat,Saltmarsh Supply,Outdoor,24.00,9.00,,5060005567057,500,g,12 x 8,12,In Stock,TRUE,TRUE,https://cdn.example-supplier.test/img/placeholder.jpg,<p>Made in small batches and finished by hand. Ships flat.</p>,core,2026-09-08T04:15:00Z,NW/000
,NW-F004,Mixed Unit Crate,Saltmarsh Supply,Outdoor,24.00,9.00,,5060005574970,500,g,30cm x 20in x 10cm,12,In Stock,TRUE,TRUE,https://cdn.example-supplier.test/img/placeholder.jpg,<p>Made in small batches and finished by hand. Ships flat.</p>,core,2026-09-08T04:15:00Z,NW/000
,NW-F005,Unknown Stock State Ledger,Vellum Paper Goods,Outdoor,24.00,9.00,,5060005582890,500,g,200mm x 120mm x 60mm,12,Ask in store,TRUE,TRUE,https://cdn.example-supplier.test/img/placeholder.jpg,<p>Made in small batches and finished by hand. Ships flat.</p>,core,2026-09-08T04:15:00Z,NW/000
,NW-F006,Maybe Published Sketchbook,Vellum Paper Goods,Outdoor,24.00,9.00,,5060005590819,500,g,200mm x 120mm x 60mm,12,In Stock,maybe,TRUE,https://cdn.example-supplier.test/img/placeholder.jpg,<p>Made in small batches and finished by hand. Ships flat.</p>,core,2026-09-08T04:15:00Z,NW/000
,NW-F007,Euro Priced Deck Brush,Harbourline Outfitters,Outdoor,"€89,00",9.00,,5060005598730,500,g,200mm x 120mm x 60mm,12,In Stock,TRUE,TRUE,https://cdn.example-supplier.test/img/placeholder.jpg,<p>Made in small batches and finished by hand. Ships flat.</p>,core,2026-09-08T04:15:00Z,NW/000
,NW-F008,In Stock With None Left Cleat,Harbourline Outfitters,Outdoor,24.00,9.00,,5060005606657,500,g,200mm x 120mm x 60mm,0,In Stock,TRUE,TRUE,https://cdn.example-supplier.test/img/placeholder.jpg,<p>Made in small batches and finished by hand. Ships flat.</p>,core,2026-09-08T04:15:00Z,NW/000
,NW-F009,Unreadable Quantity Bin,Saltmarsh Supply,Outdoor,24.00,9.00,,5060005614577,500,g,200mm x 120mm x 60mm,lots,In Stock,TRUE,TRUE,https://cdn.example-supplier.test/img/placeholder.jpg,<p>Made in small batches and finished by hand. Ships flat.</p>,core,2026-09-08T04:15:00Z,NW/000
,NW-F010,Fake Discount Tea Caddy,Pennyroyal Home,Outdoor,24.00,9.00,19.99,5060005622497,500,g,200mm x 120mm x 60mm,12,In Stock,TRUE,TRUE,https://cdn.example-supplier.test/img/placeholder.jpg,<p>Made in small batches and finished by hand. Ships flat.</p>,core,2026-09-08T04:15:00Z,NW/000
,NW-F011,Extremely Long Title For A Perfectly Ordinary Shelf Bracket For A Perfectly Ordinary Shelf Bracket For A Perfectly Ordinary Shelf Bracket For A Perfectly Ordinary Shelf Bracket ,Marrow Tool Works,Outdoor,24.00,9.00,,5060005630409,500,g,200mm x 120mm x 60mm,12,In Stock,TRUE,TRUE,https://cdn.example-supplier.test/img/placeholder.jpg,<p>Made in small batches and finished by hand. Ships flat.</p>,core,2026-09-08T04:15:00Z,NW/000
,NW-V001,Unmapped Vendor Item 1,tidepool goods,Outdoor,24.00,9.00,,5060005701680,500,g,200mm x 120mm x 60mm,12,In Stock,TRUE,TRUE,https://cdn.example-supplier.test/img/placeholder.jpg,<p>Made in small batches and finished by hand. Ships flat.</p>,core,2026-09-08T04:15:00Z,NW/000
,NW-V002,Unmapped Vendor Item 2,ZEPHYR WORKS,Outdoor,24.00,9.00,,5060005709594,500,g,200mm x 120mm x 60mm,12,In Stock,TRUE,TRUE,https://cdn.example-supplier.test/img/placeholder.jpg,<p>Made in small batches and finished by hand. Ships flat.</p>,core,2026-09-08T04:15:00Z,NW/000
